claim_id,claimant_id,claim_type,claimed_area,gis_area,overlap_pct,overlapping_claims_count,name_similarity_score,survey_number_matched,missing_doc_count,historical_claim_count,is_anomaly
FRA_10946,CLM_255,IFR,3.38,3.55,8.82,0,0.95,YES,0,0,0
FRA_10947,CLM_568,IFR,1.85,1.87,3.09,0,0.93,YES,0,0,0
FRA_10948,CLM_148,CFR,2.11,2.17,0.12,0,0.85,YES,0,0,0
FRA_10949,CLM_183,IFR,1.56,3.9,70.37,4,0.48,NO,2,3,1
FRA_10950,CLM_460,IFR,3.76,1.51,73.89,2,0.66,YES,2,3,1
FRA_10951,CLM_247,IFR,0.92,0.89,6.38,0,0.96,YES,0,0,0
FRA_10952,CLM_441,CFR,3.77,3.86,8.47,0,0.85,YES,0,0,0
FRA_10953,CLM_575,IFR,2.89,3.01,8.24,0,0.96,YES,0,0,0
FRA_10954,CLM_162,IFR,2.36,2.46,8.32,0,0.95,YES,0,0,0
FRA_10955,CLM_459,IFR,0.61,0.62,4.25,0,0.97,YES,0,0,0
FRA_10956,CLM_660,IFR,2.16,0.87,93.92,3,0.33,NO,1,5,1
FRA_10957,CLM_426,IFR,1.93,4.82,60.13,3,0.39,YES,1,5,1
FRA_10958,CLM_240,CFR,1.06,1.06,9.32,0,0.96,YES,0,0,0
FRA_10959,CLM_314,IFR,2.8,2.88,8.32,0,0.88,YES,0,0,0
FRA_10960,CLM_534,IFR,3.9,3.99,4.18,0,0.87,YES,0,0,0
FRA_10961,CLM_417,IFR,2.47,2.41,2.49,0,0.86,YES,0,0,0
FRA_10962,CLM_131,CFR,3.0,2.93,5.38,1,0.98,YES,0,0,0
FRA_10963,CLM_384,IFR,0.74,0.71,5.35,0,0.9,YES,0,0,0
FRA_10964,CLM_404,IFR,1.96,1.92,7.72,0,0.97,YES,0,0,0
FRA_10965,CLM_528,CFR,0.91,0.88,4.36,0,0.85,YES,0,0,0
FRA_10966,CLM_576,CFR,2.64,2.56,1.14,0,0.99,YES,0,0,0
FRA_10967,CLM_385,CFR,3.78,6.81,78.0,3,0.5,NO,2,2,1
FRA_10968,CLM_243,CFR,2.82,2.89,4.93,0,0.87,YES,0,0,0
FRA_10969,CLM_523,IFR,0.77,0.79,2.82,0,0.93,YES,0,0,0
FRA_10970,CLM_118,CFR,1.74,1.77,6.05,0,0.86,YES,0,0,0
FRA_10971,CLM_117,IFR,2.43,2.38,0.86,0,0.9,YES,0,0,0
FRA_10972,CLM_689,CFR,1.91,1.86,6.27,0,1.0,YES,0,0,0
FRA_10973,CLM_470,IFR,3.42,3.29,4.17,0,0.93,YES,0,0,0
FRA_10974,CLM_274,CFR,3.35,3.38,0.62,0,0.85,YES,0,0,0
FRA_10975,CLM_293,IFR,2.64,2.69,3.09,0,0.97,YES,0,0,0
FRA_10976,CLM_601,IFR,1.81,0.72,69.41,3,0.52,NO,2,3,1
FRA_10977,CLM_212,IFR,1.39,1.35,5.12,1,0.95,YES,0,0,0
FRA_10978,CLM_213,CFR,0.87,0.87,4.97,0,0.99,YES,0,0,0
FRA_10979,CLM_321,CFR,1.74,1.83,4.2,0,0.87,YES,0,0,0
FRA_10980,CLM_363,IFR,1.95,1.9,8.36,0,0.97,YES,0,0,0
FRA_10981,CLM_154,IFR,2.87,2.96,2.01,0,0.95,YES,0,0,0
FRA_10982,CLM_557,IFR,2.8,2.86,2.24,0,0.99,YES,0,0,0
FRA_10983,CLM_261,IFR,0.75,0.72,7.93,1,0.88,YES,0,0,0
FRA_10984,CLM_479,CFR,1.88,0.75,61.57,2,0.67,NO,2,3,1
FRA_10985,CLM_186,IFR,1.14,2.05,76.89,4,0.46,NO,2,3,1
FRA_10986,CLM_154,IFR,1.05,2.62,93.83,4,0.54,NO,2,2,1
FRA_10987,CLM_575,CFR,3.4,3.25,9.43,0,0.99,YES,0,0,0
FRA_10988,CLM_277,IFR,0.65,0.66,6.07,0,0.95,YES,0,0,0
FRA_10989,CLM_490,IFR,1.97,1.98,9.86,0,0.97,YES,0,1,0
FRA_10990,CLM_448,IFR,1.09,1.06,0.84,0,0.93,YES,0,0,0
FRA_10991,CLM_107,IFR,3.58,3.56,5.71,0,0.86,YES,0,0,0
FRA_10992,CLM_412,IFR,2.45,2.53,1.58,0,0.94,YES,0,0,0
FRA_10993,CLM_542,IFR,1.31,1.26,9.8,0,0.88,YES,0,0,0
FRA_10994,CLM_427,IFR,2.26,2.3,6.09,0,0.86,YES,0,1,0
FRA_10995,CLM_153,CFR,3.06,3.03,3.13,0,0.91,YES,0,1,0
FRA_10996,CLM_338,IFR,3.85,4.02,3.03,0,0.97,YES,0,1,0
FRA_10997,CLM_328,CFR,1.27,1.24,5.77,0,0.97,YES,0,0,0
FRA_10998,CLM_678,IFR,3.6,3.62,3.39,0,0.95,YES,0,1,0
FRA_10999,CLM_150,IFR,3.77,6.79,55.45,3,0.41,NO,1,5,1
